Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
Insidious,2010,Blu-Ray,B,Supernatural,Horror,N,Y,N,N,DK,,104,5,,,James Wan,2010,,
Insomnia,2002,DVD,2,Psychological,Thriller,N,Y,Y,Y,EN/DK,,113,5,Robin Williams,Al Pacino,Christopher Nolan,2000,,19/10/2019
Interstate 60,2002,DVD,2,,Comedy,N,N,N,N,DK,,112,,Gary Oldman,James Marsden,Bob Gale,2000,29/03/2021,
Interstellar,2014,Blu-Ray,B,Extraterrestrial,Drama,N,Y,N,N,DK,,169,7,Matthew McConaughey,,Christopher Nolan,2010,,
Interview with a Vampire,1994,DVD,2,Vampire,Drama,N,Y,N,Y,EN/DK,,118,7,Tom Cruise,Brad Pitt,,1990,,
Interable Cruelty,2004,DVD,2,Romantic,Comedy,N,Y,N,N,EN/DK,,95,5,George Clooney,Catherine Zeta-Jones,Coen Brothers,2000,23/11/2020,25/11/2020
Intruders,2012,DVD,2,Supernatural,Horror,N,N,N,N,EN/DK,,96,,Clive Owen,,Juan Carlos Fresnadillo,2010,17/10/2020,
"Iron Giant The",1999,DVD,2,Extraterrestrial,Adventure,Y,Y,Y,N,DK,,83,7,,Vin Diesel,Brad Bird,1990,,
Iron Man,2008,DVD,2,Superhero,Action,N,Y,N,N,EN/DK,,121,6,Robert Downey Jr.,Jeff Bridges,Jon Favreau,2000,28/04/2020,26/07/2020
Iron Man 2,2010,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,119,5,Robert Downey Jr.,Mickey Rourke,Jon Favreau,2010,11/09/2020,15/09/2020
Iron Man 3,2013,DVD,2,Superhero,Action,N,Y,N,N,EN/DK,Dolby Digital,125,5,Robert Downey Jr.,Guy Pearce,Shane Black,2010,05/07/2021,30/07/2021
Iron Sky,2012,DVD,2,Sci-Fi,Comedy,N,Y,Y,N,DK,,88,4,,,,2010,,
"Island The",2005,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,130,,Ewan McGregor,Scarlett Johansson,Michael Bay,2000,30/06/2021,
Isle of Dogs,2018,Blu-Ray,A/B/C,Chase,Adventure,Y,Y,N,N,EN/DK,,101,5,Bryan Cranston,,Wes Anderson,2010,,
"IT Crowd The: Season 2",2006,DVD,2,Everyday,Comedy,N,N,N,N,DK,,144,,Chris O'Dowd,Richard Ayoade,Graham Linehan,2000,19/07/2021,
Jack Brooks Monster Slayer,2007,DVD,2,Extraterrestrial,Horror,N,Y,N,N,DK,,87,5,,,,2000,,
Jack Reacher,2012,Blu-Ray,B,Conspiracy,Thriller,N,Y,Y,N,EN/DK,,130,6,Tom Cruise,Rosamund Pike,Christopher McQuarrie,2010,,08/11/2019
Jack Reacher: Never Go Back,2017,Blu-Ray,B,Conspiracy,Thriller,N,Y,N,N,EN/DK,,118,3,Tom Cruise,Cobie Smolders,,2010,,
Jackie Brown,1997,DVD,2,Crime,Drama,N,N,N,N,DK,,148,,Pam Grier,Samuel L. Jackson,Quentin Tarantino,1990,28/04/2020,
"Jacket The",2004,DVD,2,Sci-Fi,Drama,N,Y,N,N,EN,,98,6,Adrian Brody,Kiera Knightley,,2000,,
Jacob's Ladder,1990,Blu-Ray,B,Psychological,Horror,N,Y,N,Y,EN,,113,4,Tim Robins,,,1990,,
Jarhead,2005,DVD,2,War / Military,Drama,N,N,Y,N,EN/DK,,118,,Jake Gyllenhaal,Peter Sarsgaard,Sam Mendes,2000,28/06/2021,
Jaws,1975,DVD,2,Shark,Thriller,N,N,N,N,EN/DK,,120,,Roy Scheider,Robert Shaw,Steven Spielberg,1970,08/10/2020,
Jaws 2,1978,DVD,2,Shark,Thriller,N,N,N,N,EN/DK,,111,,Roy Scheider,,Jeannot Szwarc,1970,20/07/2021,
JCVD,2008,DVD,2,Psychological,Drama,N,N,N,N,DK,,96,,Jean-Claude Van Damme,,,2000,23/07/2020,
Jeanne d'Arc,1999,DVD,2,Historical,Action,N,N,N,N,EN/DK,,152,,Milla Jovovich,John Malkovich,Luc Besson,1990,30/06/2021,
Jeepers Creepers,2001,DVD,2,Demonic,Horror,N,Y,Y,Y,DK,,87,6,Justin Long,,Victor Salva,2000,24/09/2020,24/09/2020
Jeepers Creepers 2,2003,DVD,2,Demonic,Horror,N,Y,N,N,DK,,100,6,Ray Wise,Jonathan Breck,Victor Salva,2000,08/10/2020,21/10/2020
Jennifer's Body,2009,DVD,2,Creature,Horror,N,N,N,N,EN/DK,,102,,Megan Fox,Amanda Seyfried,Karyn Kusama,2000,05/07/2021,
Jewel of the Nile,1985,DVD,2,Treasure Hunt,Action,N,Y,N,Y,EN/DK,,101,5,Michael Douglas,Kathleen Turner,Lewis Teague,1980,07/04/2021,08/04/2021
Jingle All the Way,1998,DVD,2,Christmas,Comedy,N,Y,N,N,EN/DK,,86,5,Arnold Schwarzenegger,Sinbad,Brian Levant,1990,03/10/2020,22/12/2020
Joe Kidd,1972,DVD,2,Western,Action,N,N,N,N,EN/DK,Dolby Digital (5.1),84,,Clint Eastwood,Robert Duvall,John Sturges,1970,25/08/2021,
John Carter,2012,Blu-Ray,A/B/C,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,132,6,Taylor Kitsch,Willem DaFoe,,2010,,05/02/2020
John Wick,2014,Blu-Ray,B,Crime,Action,N,Y,Y,N,DK,,104,7,Keanu Reeves,Willem DaFoe,Chad Stahelski,2010,,18/01/2020
John Wick 2,2017,Blu-Ray,B,Crime,Action,N,Y,N,Y,EN,,122,5,Keanu Reeves,,Chad Stahelski,2010,,
John Wick 3: Parabellum,2019,Blu-Ray,B,Crime,Action,N,Y,N,N,DK,,123,4,Keanu Reeves,Halle Berry,Chad Stahelski,2010,15/01/2020,
Johnny English,2003,DVD,2,Spy,Action Comedy,N,Y,N,N,EN/DK,,90,4,Rowan Atkinson,,,2000,17/10/2020,19/10/2020
Johnny Mnemonic,1997,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,92,4,Keanu Reeves,Dina Meyer,Robert Longo,1990,,
Joker,2019,Blu-Ray,B,Superhero,Thriller,N,Y,N,N,EN/DK,,122,7,Joaquin Phoenix,Robert DeNiro,Todd Phillips,2010,22/02/2020,23/02/2020
Journey to the Center of the Earth,1999,DVD,2,Sci-Fi,Adventure,N,Y,N,N,DK,,178,4,Treat Williams,Jeremy London,George Miller,1990,28/04/2020,22/07/2020
Judge Dredd,1995,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,92,5,Sylvester Stallone,Max Von Sydow,,1990,,
"Julekalender The",1991,DVD,2,Christmas,Comedy,N,N,N,N,DK,,252,,Viggo Sommer,Uffe Rørbæk Madsen,Carsten Knudsen,1990,01/03/2021,
Jumanji (Anniversary Edition) ,1995,Blu-Ray,A/B/C,Supernatural,Adventure,N,Y,Y,N,EN,,104,5,Robin Williams,Kirsten Dunst,,1990,,
Juno,2007,DVD,2,Everyday,Comedy,N,N,Y,N,EN/DK,,92,,Ellen Page,Michael Cera,Jason Reitman,2000,08/03/2020,
Jupiter Ascending,2014,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,DK,,127,5,Mila Kunis,Channing Tatum,The Wachowski's,2010,,
Jurassic Park,1993,Blu-Ray,A/B/C,Sci-Fi,Thriller,N,Y,N,N,EN/DK,,127,7,Sam Neill,Laura Dern,Steven Spielberg,1990,,
Jurassic Park II: The Lost World,1997,DVD,2,Sci-Fi,Thriller,N,N,N,N,EN/DK,Dolby Digital (5.1),123,5,Jeff Goldblum,Julianne Moore,Steven Spielberg,1990,18/09/2021,
Jurassic Park III,2001,Blu-Ray,A/B/C,Sci-Fi,Thriller,N,Y,N,N,EN/DK,,92,5,Sam Neill,William H Macy,,2000,,
Jurassic World,2014,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,EN/DK,,79,3,Chris Pratt,Bryce Dallas Howard,Colin Trevorrow,2010,,
K-19,2002,DVD,2,War / Military,Thriller,N,N,N,N,EN/DK,,132,,Harrison Ford,Liam Neeson,Kathryn Bigelow,2000,17/10/2020,
Karate Kid,1984,Blu-Ray,A/B/C,Martial Arts,Drama,N,N,N,N,EN/DK,,127,5,Ralph Macchio,Noriyuki Morita,John G. Avildsen,1980,,
Karate Kid Part II,1986,Blu-Ray,A/B/C,Martial Arts,Drama,N,N,N,N,EN/DK,,113,,Ralph Macchio,Noriyuki Morita,John G. Avildsen,1980,,
Karate Kid Part III,1989,Blu-Ray,A/B/C,Martial Arts,Drama,N,N,N,N,EN/DK,,112,,Ralph Macchio,Noriyuki Morita,John G. Avildsen,1980,,
Kelly's Heroes,1970,DVD,2,War / Military,Action,N,Y,N,N,EN/DK,,138,6,Clint Eastwood,Donald Sutherland,Brian G. Hutton,1970,22/08/2020,25/08/2020
Kick-Ass,2010,Blu-Ray,B,Superhero,Action,N,Y,Y,N,DK,,117,5,Nicholas Cage,Chloë Grace Moretz,Matthew Vaugn,2010,22/01/2020,
Kick-Ass 2,2013,Blu-Ray,B,Superhero,Action,N,N,Y,N,EN/DK,,103,,Aaron Taylor-Johnson,Chloë Grace Moretz,Jeff Wadlow,2010,30/06/2021,
Kickboxer,1989,DVD,2,Martial Arts,Action,N,N,N,N,DK,,97,,Jean-Claude Van Damme,,,1980,25/03/2021,
Kiki's Delivery Service,1989,Blu-Ray,B,Fantasy,Adventure,Y,Y,N,N,DK,,103,6,,,Hayao Miyazaki,1980,08/02/2020,08/02/2020
Kill Bill Volume 1,2003,DVD,2,Classic,Action,N,N,N,N,DK,,106,,Uma Thurman,Michael Madsen,Quentin Tarantino,2000,08/06/2020,
Kill Bill Volume 2,2004,DVD,2,Classic,Action,N,N,N,N,DK,,131,,Uma Thurman,David Caradine,Quentin Tarantino,2000,08/06/2020,
Kindergarten Cop,1990,DVD,2,Detective,Comedy,N,Y,N,N,EN/DK,,107,6,Arnold Schwarzenegger,,,1990,,
Kingdom of Heaven (Deluxe Edition),2005,DVD,2,Historical,Action,N,N,N,N,EN/DK,,139,,Orlando Bloom,Eva Green,Ridley Scott,2000,30/06/2021,
King Arthur (Director's Cut),2004,DVD,2,Fantasy,Action,N,N,N,N,EN/DK,,136,,Clive Owen,Kiera Knightley,Antoine Fuqua,2000,23/06/2021,
King Kong,1933,DVD,2,Monster,Adventure,N,N,N,N,DK,,102,,Fay Whray,Robert Armstrong,David O. Selznick,1930,20/10/2020,
King Kong,1976,DVD,2,Monster,Adventure,N,N,N,N,DK,,134,,Jeff Bridges,Charles Grodin,John Barry,1970,24/09/2020,
King Kong,2005,Blu-Ray,B,Monster,Adventure,N,Y,Y,N,EN/DK,,200,5,,Jack Black,,2000,,
King Ralph,1991,DVD,2,,Comedy,N,N,N,N,EN/DK,,92,,John Goodman,Peter O'Toole,David S. Ward,1990,05/07/2021,
Kingpin,1995,DVD,2,Cult,Comedy,N,Y,N,N,,,121,6,Woody Harrelson,Randy Quaid,Farrelly Brothers,1990,08/03/2020,13/04/2020
Kingsman: The Secret Service,2015,Blu-Ray,A/B/C,Spy,Action,N,Y,N,Y,EN/DK,,129,5,Colin Firth,,Matthew Vaughn,2010,,
Kingsman: The Golden Circle,2017,Blu-Ray,B,Spy,Action,N,Y,N,Y,EN/DK,,141,3,Colin Firth,,Matthew Vaughn,2010,,
Kiss Kiss Bang Bang,2005,DVD,2,Conspiracy,Action,N,Y,Y,Y,EN/DK,,99,5,Robert Downey Jr. ,Val Kilmer,Shane Black,2000,22/01/2020,02/02/2020
Kiss of the Dragon,2001,DVD,2,Spy,Action,N,Y,N,N,EN/DK,Dolby Digital (5.1),97,6,Jet Li,Bridget Fonda,Luc Besson,2000,23/08/2021,15/09/2021
Kiss the Girls,1997,DVD,2,Serial Killer,Thriller,N,Y,n,Y,EN/DK,,111,5,Morgan Freeman,Ashley Judd,,1990,12/03/2020,13/03/2020
"Klovn 2. Sæson",2006,DVD,2,Everyday,Comedy,N,N,N,Y,DK,,250,6,Frank Hvam,Casper Christensen,,2000,,
Klovn,2010,DVD,2,Everyday,Comedy,N,Y,Y,Y,EN/DK,,90,6,Frank Hvam,Casper Christensen,Mikkel Nørgaard,2010,28/04/2020,09/06/2020
Knigth and Day (Extended Cut),2010,DVD,2,Spy,Action,N,Y,N,N,EN/DK,,117,4,Tom Cruise,Cameron Diaz,,2010,,
"Knight's Tale A",2001,DVD,2,Historical,Action,N,N,Y,N,,,127,,Heath Ledger,Rufus Sewell,Brian Helgeland,2000,01/03/2021,
Knives Out,2020,Blu-Ray,B,Detective,Thriller,N,Y,N,N,DK,DTS,130,6,Daniel Craig,Chris Evans,Rian Johnson,2020,30/11/2020,26/9/2021
Knocked Up,2010,Blu-Ray,B,Romantic,Comedy,N,Y,Y,Y,EN/DK,,133,6,Seth Rogen,Paul Rudd,Judd Apatow,2010,,
Knowing,2009,DVD,2,Supernatural,Action,N,N,N,N,DK,DTS,117,4,Nicholas Cage,Rose Byrne,Alex Proyas,2000,19/07/2021,30/07/2021
Komodo,1999,DVD,2,Monster,Horror,N,N,N,N,DK,,83,,Paul Gleason,Kevin Zegers,Michael Lantieri,1990,19/07/2021,
Kong Skull Island,2017,Blu-Ray,B,Monster,Action,N,Y,Y,N,DK,,119,5,Tom Hiddleston,John C. Reilly,,2010,08/02/2020,18/08/2020
Krampus,2015,Blu-Ray,B,Supernatural,Horror,N,Y,Y,N,EN/DK,,98,3,Adam Scott,,,2010,,
L.A. Confidential,1997,DVD,2,Detective,Thriller,N,Y,Y,Y,EN/DK,,132,6,Russell Crowe,,,1990,,
L.A. Takedown,1989,DVD,2,Heist,Action,N,N,N,N,DK,,94,,Scott Plank,Michael Rooker,Michael Mann,1980,08/04/2021,
"Labyrinth The (Anniversary Edition)",1986,DVD,2,Fantasy,Adventure,N,Y,Y,N,EN/DK,,98,5,Jeniffer Conolly,David Bowie,,1980,,
Lad Den Rette Komme Ind,2009,Blu-Ray,B,Vampire,Horror,N,Y,Y,N,EN/DK,,109,6,,,,2000,,
Lady in the Water,2006,DVD,2,Supernatural,Drama,N,N,N,N,EN/DK,,95,,Paul Giamatti,Bryce Dallas Howard,M. Night Shyamalan,2000,30/06/2021,
Ladykillers,2004,DVD,2,Crime,Comedy,N,Y,N,N,EN/DK,,100,6,Tom Hanks,JK Simmons,,2000,,19/10/2019
Lake Placid,1998,DVD,2,Monster,Horror,N,N,N,N,DK,,78,,Bill Pullman,Bridget Fonda,Steve Miner,1990,30/06/2021,
Land of the Lost,2009,DVD,2,Sci-Fi,Comedy,N,Y,Y,N,EN/DK,,97,5,Will Ferrell,Danny McBride,,2000,,18/12/2019
"Langoliers The",1995,DVD,2,Sci-Fi,Horror,N,N,N,N,EN/DK,,180,,Dean Stockwell,,Stephen King,1990,08/03/2020,
Lara Croft: Tomb Raider (Special Collector's Edition) ,2001,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,96,4,Angelina Jolie,Jon Voight,Simon West,2000,28/04/2020,29/04/2020
Lara Croft: Tomb Raider: The Cradle of Life,2003,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,113,4,Angelina Jolie,Gerard Butler,Jan De Bont,2000,28/04/2020,31/08/2020
Last Action Hero,1993,Blu-Ray,A/B/C,Buddy Cop,Action,N,Y,N,N,EN/DK,,131,7,Arnold Schwarzenegger,Austin O'Brien,,1990,,
"Last Boyscout The",1991,Blu-Ray,B,Buddy Cop,Action,N,Y,N,N,EN/DK,,105,5,Bruce Willis,Dæmon Wayans,Tony Scott,1990,,
"Last Castle The",2006,DVD,2,Crime,Action,N,Y,Y,N,EN/DK,,126,5,Robert Redford,James Gandolfini,Rod Lurie,2000,28/04/2020,17/06/2020
Last Embrace,1979,DVD,2,Spy,Thriller,N,N,N,N,DK,,97,,Christopher Walken,Roy Scheider,Jonathan Demme,1970,29/3/2021,
"Last Legion The",2007,DVD,2,Roman,Action,N,N,N,N,DK,,98,,Colin Firth,Ben Kingsley,Doug Lefler,2000,17/10/2020,
Last Man Standing,1996,DVD,2,Crime,Thriller,N,N,N,N,DK,,97,,Bruce Willis,Christopher Walken,Walter Hill,1990,15/03/2021,
"Last of the Mohicans The",1992,DVD,2,Historical,Action,N,N,N,N,DK,,107,,Daniel Day Lewis,Madeline Stowe,Michael Mann,1990,25/07/2021,
"Last Samurai The",2003,Blu-Ray,B,Historical,Action,N,Y,Y,N,EN/DK,,154,5,Tom Cruise,,,2000,,
"Last Stand The",2013,Blu-Ray,B,Buddy Cop,Action,N,Y,N,N,DE,,108,5,Arnold Schwarzenegger,Johnny Knoxville,,2010,24/12/2019,
Law Abiding Citizen,2009,DVD,2,Crime,Action,N,Y,N,N,DK,,104,5,Gerard Butler,Jamie Foxx,Kurt Wimmer,2000,28/04/2020,28/04/2020
"Lawnmover Man The",1992,DVD,2,Sci-Fi,Horror,N,Y,N,Y,DK,,141,4,Pierce Brosnan,Jeff Fahey,Brett Leonard,1990,17/10/2020,01/11/2020
Lawrence of Arabia (Exclusive Limited Edition),1962,DVD,1,War / Military,Drama,N,Y,N,N,EN,,217,6,Peter O'Toole,,,1960,,
"League of Extraordinary Gentlemen The",2003,DVD,2,Supernatural,Action,N,Y,Y,N,EN,,105,5,Sean Connery,,,2000,,03/01/2020
Legally Blonde,2001,DVD,2,School,Comedy,N,Y,Y,N,EN/DK,Dolby Digital (5.1),92,5,Reese Witherspoon,Luke Wilson,Robert Luketic,2000,21/08/2021,01/09/2021
Legend,1985,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,N,EN,,114,3,Tom Cruise,Tim Curry,,1980,,
Legend of the Lost,1957,DVD,2,,Adventure,N,Y,N,N,DK,,104,4,John Wayne,Sophia Loren,Henry Hathaway,1950,22/10/2020,12/01/2021
"Legend of Zorro The",2005,DVD,2,Superhero,Action,N,N,Y,N,EN/DK,,125,,Antonio Banderas,Rufus Sewell,Martin Campbell,2000,30/6/2021,
Legion,2010,DVD,2,Supernatural,Action,N,N,N,N,EN/DK,,96,,Paul Bettany,Lucas Black,Scott Stewart,2010,17/6/2021,
"Legionnaire The",1998,DVD,2,War / Military,Action,N,Y,N,N,DK,,94,4,Jean Claude Van Damme,,Peter MacDonald,1990,30/11/2020,14/01/2021
"Lego Batman Movie The",2017,Blu-Ray,B,Superhero,Action,N,Y,N,N,EN,,104,6,Will Arnett,Michael Cera,,2010,,22/09/2019
"Lego Movie The",2014,DVD,2,Fantasy,Comedy,Y,Y,N,N,EN/DK,,96,6,Chris Pratt,,,2010,,
Leon,1994,DVD,2,Crime,Action,N,N,N,N,EN/DK,,106,,Jean Reno,Gary Oldman,Luc Besson,1990,24/09/2020,
Lethal Weapon,1987,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,Y,Y,EN/DK,,110,5,Mel Gibson,Danny Glover,Richard Donner,1980,15/01/2020,27/12/2020
Lethal Weapon 2,1989,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,N,Y,EN/DK,,114,5,Mel Gibson,Danny Glover,Richard Donner,1980,15/01/2020,30/12/2020
Lethal Weapon 3,1992,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,N,N,EN/DK,,117,4,Mel Gibson,Danny Glover,Richard Donner,1990,15/01/2020,19/03/2020
Lethal Weapon 4,1998,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,N,N,EN/DK,,127,4,Mel Gibson,Danny Glover,Richard Donner,1990,15/01/2020,20/03/2020
"Liar Liar",1997,DVD,2,Court,Comedy,N,N,N,N,EN/DK,,83,,Jim Carrey,Maura Tierney,Tom Shadyac,1990,21/04/2021,
"Libertine The",2005,DVD,2,,Drama,N,N,N,Y,DK,,109,,Johnny Depp,John Malkovich,,2000,23/06/2021,
License to Wed,2007,Blu-Ray,B,Romantic,Comedy,N,N,N,N,EN/DK,,91,,Robin Williams,Many Moore,,2000,01/03/2021,
"Life Aquatic with Steve Zissou The",2004,DVD,2,Cult,Comedy,N,Y,Y,N,EN/DK,,113,6,Bill Murray,Willem DaFoe,,2000,,
Life Force,1985,Blu-Ray,B,Extraterrestrial,Horror,N,Y,Y,Y,EN,,116,5,Peter Firth,Patrick Stewart,Tobe Hooper,1980,,
Lighthouse,2001,DVD,2,Monster,Horror,N,N,N,N,,,91,,James Purefoy,Rachel Shelley,Simon Hunter,2000,23/06/2021,
Lion Heart,1990,DVD,2,Martial Arts,Action,N,Y,N,Y,DK,,104,5,Jean-Claude Van Damme ,Deborah Rennard,Sheldon Lettich,1990,,24/09/2019
"Little Mermaid The",1989,DVD,2,,Adventure,Y,N,N,N,EN/DK,,79,,,,,1980,17/11/2020,
Little Nicky,2000,DVD,2,Demonic,Comedy,N,N,N,N,DK,,86,,Adam Sandler,Patricia Arquette,Steven Brill,2000,22/3/2021,
"Lobster The",2015,Blu-Ray,A/B/C,Dark,Comedy,N,Y,N,N,EN/DK,,118,5,Colin Farrell,Rachel Weisz,Yorgos Lanthimos,2010,,
Lockout,2012,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,91,5,Guy Pearce,Maggie Grace,Luc Besson,2010,,
Lockup,1989,DVD,2,Crime,Drama,N,Y,N,N,EN/DK,,104,6,Sylvester Stallone,Donald Sutherland,John Flynn,1980,28/09/2020,28/09/2020
"Lock Stock & Two Smoking Barrels",1998,DVD,2,Crime,Action Comedy,N,N,N,N,DK,Dolby Digital (5.1),102,,Jason Flemyng,Jason Statham,Guy Ritchie,1990,21/08/2021,
Logan,2017,Blu-Ray,B,Superhero,Action,N,Y,Y,N,EN,,131,7,Hugh Jackman,Patrick Stewart,Scott Frank,2010,,
Looper,2012,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,DK,,119,6,Joseph Gordon-Levitt,Bruce Willis,Ryan Johnson,2010,,
"Lorax The",2012,DVD,2,Fantasy,Adventure,Y,Y,N,N,EN/DK,,83,4,Danny DeVito,Ed Helms,,2010,28/04/2020,11/5/2020
Lord of the Flies,1963,DVD,2,Disaster,Drama,N,Y,N,Y,DK,,76,4,,,,1960,,30/12/2019
"Lord of the Rings The: The Fellowship of the Ring (Extended Edition) ",2001,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,N,EN,,228,7,Elijah Wood,Viggo Mortensen,Peter Jackson,2000,,
"Lord of the Rings The: The Two Towers",2002,DVD,2,Fantasy,Adventure,N,Y,N,N,DK,,172,6,Elijah Wood,Viggo Mortensen,Peter Jackson,2000,,
"Lord of the Rings The: The Two Towers (Extended Edition) ",2002,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,N,EN,,235,7,Elijah Wood,Viggo Mortensen,Peter Jackson,2000,,
"Lord of the Rings The: The Return of the King (Extended Edition)",2003,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,N,EN,,263,6,Elijah Wood,Viggo Mortensen,Peter Jackson,2000,,
Lord of War (2-Disc Limited Collecter's Edition),2005,DVD,2,War / Military,Thriller,N,Y,Y,Y,DK,,116,6,Nicholas Cage,,,2000,,
Love And Bullets,1979,DVD,2,Crime,Action,N,Y,N,N,DK,,100,4,Charles Bronson,Rod Steiger,Stuart Rosenberg,1970,28/04/2020,28/04/2020
"Lovely Bones The",2009,DVD,2,Supernatural,Drama,N,N,N,N,EN/DK,,130,5,Saorse Roman,Mark Wahlberg,Peter Jackson,2000,14/10/2020,
Lucky Number Slevin,2005,DVD,2,Crime,Action,N,Y,Y,N,DK,,105,5,Josh Hartnett,,,2000,,
Lucy,2014,DVD,2,Sci-Fi,Action,N,N,N,N,EN/DK,,86,,Scarlett Johansson,Morgan Freeman,Luc Besson,2010,29/03/2021,
Luftkastellet Der Blev Sprængt,2009,DVD,2,Detective,Thriller,N,N,N,N,DK,,147,,Noomi Rapace,Michael Nyqvist,Daniel Alfredson,2000,29/03/2021,
Macgruber,2011,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,N,Y,EN,,90,5,Will Forte,Kristen Wiig,Jorma Taccone,2010,,24/10/2019
Mad Max: Beyond Thunderdome,1985,DVD,2,Post-Apoc,Action,N,N,N,N,EN/DK,,102,,Mel Gibson,Tina Turner,George Miller,1980,20/10/2020,
Mad Max:Fury Road,2015,Blu-Ray,B,Post-Apoc,Action,N,Y,N,N,DK,,120,7,Tom Hardy,Charlie Theron,George Miller,2010,,
Maggie,2014,Blu-Ray,B,Post-Apoc,Drama,N,Y,Y,N,EN,,95,4,Arnold Schwarzenegger,,,2010,,
"Magnificent Seven The",1960,DVD,2,Western,Adventure,N,Y,Y,N,EN/DK,,125,5,Yul Brynner,Steve McQueen,John Sturges,1960,21/08/2020,21/12/2020
Magnolia,1999,DVD,2,Tragedy,Drama,N,N,N,N,DK,,180,,Tom Cruise,,Paul Thomas Anderson,1990,01/10/2020,
Malavita,2013,DVD,2,Crime,Action Comedy,N,Y,N,N,DK,,107,6,Robert De Niro,Michelle Pfeiffer,Luc Besson,2010,01/10/2020,
"Malcolm in the Middle Season 1",1999,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,360,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,1990,,
"Malcolm in the Middle Season 2",2000,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,553,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,
"Malcolm in the Middle Season 3",2001,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,484,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,
"Malcolm in the Middle Season 4",2002,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,480,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,
"Malcolm in the Middle Season 5",2003,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,482,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,
"Malcolm in the Middle Season 6",2004,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,484,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,
"Malcolm in the Middle Season 7",2005,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,484,7,Frankie Muniz,Bryan Cranston,Linwood Boomer,2000,,17/07/2020
"Man in the Iron Mask The",1997,DVD,2,Alternate History,Action,N,N,Y,N,EN/DK,,132,,Leonardo DiCaprio,Jeremy Irons,Randall Wallace,1990,17/10/2020,
Man on Fire,2004,Blu-Ray,A/B/C,Crime,Action,N,Y,Y,N,EN/DK,,146,5,Denzel Washington,,,2000,,
Man with the Screaming Brain,2005,DVD,1,Dark,Comedy,N,Y,Y,N,EN,,90,5,Bruce Campbell,Ted Raimi,,2000,,
"Man Without a Face The",1993,DVD,2,Tragedy,Drama,N,N,N,N,DK,,115,,Mel Gibson,Nick Stahl,Mel Gibson,1990,30/09/2020,
"Manchurian Candidate The",2004,DVD,2,Spy,Thriller,N,Y,Y,N,DK,,124,5,Denzel Washington,,,2000,,21/12/2020
Mandy,2017,Blu-Ray,B,Crime,Horror,N,Y,Y,Y,EN,,121,5,Nicholas Cage,,Panos Cosmatos,2010,,
Maniac Cop,1988,Blu-Ray,B,Detective,Horror,N,Y,N,N,DK,,85,3,Bruce Campbell,,,1980,,
"Marine The",2006,DVD,2,Chase,Action,N,Y,N,N,EN/DK,,88,5,John Cena,Robert Patrick,John Bonito,2000,02/03/2021,03/04/2021
Marked for Death,1990,DVD,2,Detective,Action,N,Y,N,Y,EN/DK,,90,5,Steven Seagal,Joanna Pacula,Dwight H. Little,1990,21/04/2021,23/04/2021
"Martian The",2015,Blu-Ray,A/B/C,Sci-Fi,Thriller,N,Y,N,N,EN,,141,6,Matt Damon,,,2010,,
Master & Commander,2003,DVD,2,Alternate History,Adventure,N,Y,N,N,EN/DK,,133,6,Russell Crowe,Paul Bettany,Peter Weir,2000,,30/12/2019
