Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
"Final Cut The",2004,DVD,2,Psychological,Thriller,N,Y,Y,N,DK,,90,6,Robin Williams,,,2000,,
Final Destination,2000,DVD,2,Supernatural,Horror,N,Y,N,N,DK,,94,6,Devon Sawa,Tony Todd,James Wong,2000,08/04/2021,31/05/2021
Final Destination 2,2003,DVD,2,Supernatural,Horror,N,Y,Y,Y,EN/DK,,87,6,Ali Carter,AJ Cook,David R Ellis,2000,17/04/2021,05/07/2021
Final Destination 3,2006,DVD,2,Supernatural,Horror,N,Y,,Y,EN/DK,,89,5,Mary Elizabeth Winstead,Ryan Merriman,James Wong,2000,30/06/2021,06/07/2021
Final Destination 4,2009,DVD,2,Supernatural,Horror,N,Y,N,Y,EN/DK,,78,3,Bobby Campo,Shantel VanSanten,David R Ellis,2000,30/06/2021,17/07/2021
Final Fantasy: The Spirits Within,2001,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,102,5,,,,2000,,
Find Me Guilty,2006,DVD,2,Crime,Drama,N,N,N,N,DK,,119,,Vin Diesel,,Sidney Lumet,2000,22/03/2021,
Finding Nemo (2-Disc Collector's Edition),2003,DVD,2,Chase,Adventure,Y,Y,Y,N,EN,,97,6,,,,2000,,
Fire and Ice,1983,DVD,2,Fantasy,Adventure,Y,Y,N,N,DK,,81,5,,,Ralph Bakshi,1980,,26/09/2019
Fire in the Sky,1993,DVD,2,Extraterrestrial,Horror,N,Y,N,Y,EN/DK,,105,6,,,,1990,,
Firefly,2002,DVD,2,Sci-Fi,Adventure,N,N,Y,N,EN,,625,,Nathan Fillion,,Josh Whedon,2000,18/06/2020,
Firepower,1979,DVD,2,Vigilante,Action,N,N,N,N,DK,Mono,100,,Sophia Loren,James Coburn,Michael Winner,1970,25/09/2021,
Firestarter,1984,DVD,2,Supernatural,Horror,N,N,N,N,DK,,110,,Drew Barrymore,David Keith,Mark L Lester,1980,09/03/2021,
Firewalker,1986,DVD,2,Treasure Hunt,Action,N,Y,N,N,DK,,104,3,Chuck Norris,Lou Gossett,Yoram Globus,1980,20/10/2020,28/10/2020
"Firm The",1993,DVD,2,Conspiracy,Thriller,N,Y,N,N,EN/DK,,148,6,Tom Cruise,Ed Harris,Sydney Pollack,1990,21/08/2020,20/09/2020
First Men in the Moon,1964,DVD,2,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,99,4,,,,1960,,26/09/2019
First Snow,2006,DVD,2,Crime,Thriller,N,Y,N,N,DK,,98,4,,,,2000,,
"Fish Called Wanda A",1988,DVD,2,Heist,Comedy,N,Y,Y,N,EN/DK,Dolby Digital (5.1),108,6,John Cleese,Jamie Lee Curtis,Charles Crichton,1980,26/08/2021,29/08/2021
"Flamingo Kid The",1984,DVD,2,Sports,Comedy,N,Y,N,N,DK,,96,4,Matt Dillon,Richard Crenna,Gary Marshall,1980,24/09/2020,25/09/2020
Flash Gordon,1980,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN,,111,6,Sam Jones,Topol,Mike Hodges,1980,,
Fletch,1985,DVD,2,Detective,Action Comedy,N,Y,N,N,EN/DK,Dolby Digital (5.1),94,6,Chevy Chase,Joe Don Baker,Michael Ritchie,1980,23/08/2021,23/08/2021
"Flight of the Conchords Season 1",2007,DVD,2,Everyday,Comedy,N,N,N,N,EN,,360,,Jemaine Clement,Bret McKenzie,,2000,17/10/2020,
"Flight of the Conchords Season 2",2009,DVD,2,Everyday,Comedy,N,N,N,N,EN,,269,,Jemaine Clement,Bret McKenzie,,2000,17/10/2020,
Flightplan,2005,DVD,2,Conspiracy,Thriller,N,Y,N,N,EN/DK,,94,5,Jodie Foster,Sean Bean,Robert Schwentke,2000,01/10/2020,05/11/2020
"Fly The",1986,Blu-Ray,B,Sci-Fi,Horror,N,Y,Y,Y,DK,,95,7,Jeff Goldblum,Geena Davis,,1980,,
Flypaper,2011,DVD,2,Crime,Action,N,Y,N,N,EN,,84,6,,,,2010,,
Ford Fairlane,1990,DVD,2,Detective,Comedy,N,Y,N,N,EN/DK,,98,5,Andrew Dice Clay,,,1990,,
Forgetting Sarah Marshall,2008,DVD,2,Romantic,Comedy,N,Y,Y,Y,EN/DK,,107,6,Jason Segel,Mila Kunis,Nicholas Stoller,2000,,
Forgotten Silver,1997,DVD,2,Alternate History,Documentary,N,Y,N,Y,DK,,53,4,,,Peter Jackson,1990,,25/09/2019
"Fountain The",2006,DVD,2,Sci-Fi,Drama,N,Y,N,N,EN,,92,7,Hugh Jackman,Rachel Weisz,Darren Aronofsky,2000,,
Four Brothers,2005,DVD,2,Crime,Action,N,Y,Y,N,EN/DK,,104,5,Mark Wahlberg,,John Singleton,2000,,
Four Lions,2010,DVD,2,Crime,Comedy,N,Y,N,N,DK,Dolby Digital (5.1),97,5,,,Chris Morris,2010,24/09/2020,08/08/2021
"Fourth Protocol The",1989,DVD,2,Spy,Thriller,N,Y,N,Y,DK,,100,6,Pierce Brosnan,Michael Caine,John McKenzie,1980,17/10/2020,31/10/2020
Fox and the Hound,1981,DVD,2,,Adventure,Y,N,N,N,EN/DK,,79,,,,,1980,17/11/2020,
Fracture,2007,DVD,2,Crime,Thriller,N,Y,N,N,EN/DK,,108,4,Anthony Hopkins,Ryan Gosling,Daniel Pyne,2000,28/04/2020,18/07/2020
Frailty,2001,DVD,2,Supernatural,Thriller,N,Y,N,N,DK,,96,5,Bill Paxton,Matthew McConaughey,,2000,,
Frankenhooker,1986,Blu-Ray,A/B/C,Dark,Comedy,N,Y,Y,Y,EN,,84,4,,,,1980,,
"Frankenstein Mary Shelley's",1994,DVD,2,Fantasy,Drama,N,Y,N,Y,EN/DK,,119,4,Robert DeNiro,,Kenneth Branagh,1990,,07/10/2020
Frankenstein,2004,DVD,2,Monster,Horror,N,N,N,N,DK,,84,,Thas Kretschmann,Adam Goldberg,Marcus Nispel,2000,20/07/2021,
Freddy Got Fingered,2001,DVD,2,Cult,Comedy,N,Y,N,N,EN/DK,,83,4,Tom Green,Rip Torn,Tom Green,2000,24/09/2020,16/09/2021
Freejack,1992,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,105,4,Emilio Estevez,,,1990,,
Freeway,1996,DVD,2,Chase,Thriller,N,N,N,N,DK,,98,,Kiefer Sutherland,Reese Witherspoon,Matthew Bright,1990,25/07/2021,
Frequency,2000,DVD,2,Supernatural,Thriller,N,N,N,N,DK,Dolby Digital (5.1),112,,Jim Caviezel,Dennis Quaid,Gregory Hoblit,2000,25/09/2021,
Friday the 13th V: A New Beginning,1985,DVD,2,Creature,Horror,N,N,N,Y,EN/DK,Mono,90,,,,Danny Steinmann,1980,25/09/2021,
Friday the 13th (Extended Cut),2009,DVD,2,Creature,Horror,N,N,N,N,EN/DK,Dolby Digital (5.1),101,,Jared Padalecki,Danielle Panabaker,Marcus Nispel,2000,25/09/2021,
"Frighteners The",1996,DVD,2,Ghost,Thriller,N,Y,N,N,EN/DK,,118,6,Michael J. Fox,Jeffrey Combs,Peter Jackson,1990,19/08/2020,7/10/2020
Fright Night,1985,DVD,A/B/C,Vampire,Thriller,N,N,N,N,EN/DK,,102,5,Chris Sarandon,Roddy McDowall,Tom Holland,1980,02/05/2021,
Fright Night,2011,Blu-Ray,A/B/C,Vampire,Thriller,N,Y,N,N,EN/DK,,106,5,Colin Farrell,Anton Yelchin,Craig Gillispie,2010,,25/10/2019
From Beyond,1986,Blu-Ray,B,Demonic,Body Horror,N,Y,Y,Y,EN,,82,6,Jeffrey Combs,,Stuart Gordon,1980,,
From Dusk Till Dawn,1996,Blu-Ray,B,Vampire,Action,N,Y,Y,Y,EN,,108,5,George Clooney,Quintin Tarantino,Robert Rodriguez ,1990,,
Frostbite,2006,DVD,2,Vampire,Horror Comedy,N,Y,N,Y,EN/DK,,98,4,,,,2000,07/09/2020,12/09/2020
Full Metal Jacket,1987,DVD,2,War / Military,Drama,N,Y,N,N,EN/DK,,112,6,Vincent D'Onofrio,,Stanley Kubrick,1980,,
Fury,2014,Blu-Ray,A/B/C,War / Military,Drama,N,Y,N,Y,EN/DK,,134,6,Brad Pitt,Shia Labeouf,,2010,,
Galaxy Quest,1999,Blu-Ray,B,Extraterrestrial,Comedy,N,Y,N,N,EN,,101,6,Tim Allen,Alan Rickman,,1990,,
"Game The",1997,Blu-Ray,B,Conspiracy,Thriller,N,Y,N,Y,EN,,129,6,Michael Douglas,Sean Penn,David Fincher,1990,,
Game Night,2018,Blu-Ray,B,Crime,Action Comedy,N,Y,N,N,DK,,100,6,Jason Bateman,Rachel McAdams,,2010,,
"Game of Thrones Season 1",2012,Blu-Ray,B,Fantasy,Drama,N,Y,Y,Y,DK,,560,5,Sean Bean,,,2010,,
Gangs of New York,2002,DVD,2,Crime,Drama,N,N,Y,N,EN,,160,,Leonardo DiCaprio,Daniel Day-Lewis,Martin Scorsese,2000,07/09/2020,
"Gate The",1986,Blu-Ray,B,Supernatural,Horror,N,Y,Y,N,EN,,85,5,,,,1980,,
Gattaca,2004,DVD,2,Sci-Fi,Thriller,N,Y,N,Y,EN/DK,,102,6,Ethan Hawke,Jude Law,,2000,,
"General The",1926,DVD,2,Classic,Comedy,N,N,N,N,DK,Stereo,67,,Buster Keaton,,Buster Keaton,1920,25/09/2021,
"General's Daughter The",1999,DVD,2,War / Military,Thriller,N,N,Y,N,EN/DK,,111,,John Travolta,Madeleine Stowe,Simon West,1990,08/10/2020,
Getting Away With Murder,1995,DVD,2,Crime,Comedy,N,N,N,N,DK,,88,,Jack Lemmon,Dan Aykroyd,Harvey Miller,1990,19/7/2021,
Get the Gringo,2011,DVD,2,Crime,Action,N,Y,N,N,DK,,96,5,Mel Gibson,,Adrian Grunberg,2010,17/10/2020,25/10/2020
Get Shorty,1995,DVD,2,Crime,Comedy,N,N,Y,N,EN/DK,,101,,Danny DeVito,John Travolta,Barry Sonnenfeld,1990,30/6/2021,
Ghostbusters,1984,Blu-Ray,A/B/C,Supernatural,Comedy,N,Y,N,N,EN/DK,,105,7,Dan Aykroyd,Bill Murray,,1980,,
Ghostbusters 2,1989,Blu-Ray,A/B/C,Supernatural,Comedy,N,Y,N,N,EN/DK,,108,6,Dan Aykroyd,Bill Murray,,1980,,
Ghost in the Shell ,1995,Blu-Ray,B,Sci-Fi,Action,Y,Y,N,N,EN,,83,5,,,,1990,,
Ghost Ship,2002,DVD,2,Supernatural,Horror,N,Y,N,Y,EN/DK,,87,5,Gabriel Byrne,Julianna Marguilies,Steve Beck,2000,26/08/2020,28/08/2020
Ghost World,2001,DVD,2,Cult,Comedy,N,N,N,N,DK,,107,,Steve Buscemi,Scarlett Johansson,Terry Zwigoff,2000,09/10/2020,
"Ghost Writer The",2009,DVD,2,Conspiracy,Thriller,N,N,N,N,DK,,123,,Pierce Brosnan,Ewan McGregor,Roman Polanski,2000,25/07/2021,
G.I. Jane,1997,DVD,2,War / Military,Thriller,N,N,N,N,DK,Dolby Digital (5.1),120,,Viggo Mortensen,Demi Moore,Ridley Scott,1990,25/09/2021,
"Girl Next Door The",2004,DVD,2,Boner,Comedy,N,N,Y,Y,EN/DK,,105,,Emile Hirsch,Elisha Cuthbert,Luke Greenfield,2000,28/04/2020,
Gladiator (Extended Special Edition),2000,DVD,2,Alternate History,Action,N,Y,Y,Y,EN/DK,,164,6,Russell Crowe,,,2000,,
Gladiator Cop,1994,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,96,,Lorenzo Lamas,Eugene Clark,Nick Rotundo,1990,20/07/2021,
Godsend,2004,DVD,2,Sci-Fi,Thriller,N,N,Y,N,DK,,98,,Robert De Niro,Greg Kinnear,,2000,23/11/2020,
Godzilla,1954,DVD,2,Monster,Horror,N,Y,N,N,DK,,98,5,,,,1950,22/11/2019,22/11/2019
Godzilla's Revenge,1969,DVD,1,Monster,Action,N,N,N,N,EN,,70,,,,Ishiro Honda,1960,5/7/2021,
"Godzilla The Return of (Second Series)",1984,DVD,2,Monster,Action,N,Y,N,N,DK,,103,4,,,,1980,22/11/2019,04/12/2019
Godzilla vs. Biollante (Second Series),1989,DVD,2,Monster,Action,N,Y,n,N,DK,,105,4,,,,1980,22/11/2019,08/12/2019
Godzilla vs. King Ghidorah (Second Series),1991,DVD,2,Monster,Action,N,Y,n,N,DK,,103,5,,,,1990,22/11/2019,13/01/2020
Godzilla vs. Mothra (Second Series),1992,DVD,2,Monster,Action,N,Y,n,N,DK,,102,4,,,,1990,22/11/2019,02/08/2020
Godzilla vs. Destoroyah (Second Series),1995,DVD,2,Monster,Action,N,n,n,N,DK,,106,,,,,1990,22/11/2019,
Godzilla,2014,Blu-Ray,B,Monster,Action,N,Y,N,N,DK,,122,5,Bryan Cranston,,,2010,,
"Golden Child The",1986,DVD,2,Supernatural,Action,N,Y,N,N,EN/DK,,90,5,Eddie Murphy,Charles Dance,Michael Ritchie,1980,22/08/2020,28/08/2020
Gone Baby Gone,2007,DVD,2,Detective,Thriller,N,N,N,N,DK,,114,,Casey Affleck,Morgan Freeman,Ben Affleck,2000,28/04/2020,
"Good The Bad & The Ugly The",1966,DVD,2,Western,Thriller,N,N,N,N,EN/DK,,171,,Clint Eastwood,Lee Van Cleef,Sergio Leone,1960,18/06/2020,
"Good Dinosaur The",2016,DVD,2,Family,Adventure,Y,N,Y,N,EN/DK,,90,,,,Peter Sohn,2010,03/10/2020,
"Good Shephard The",2006,DVD,2,Spy,Thriller,N,N,N,N,DK,Dolby Digital (5.1),161,,Matt Damon,Angelina Jolie,Robert De Niro,2000,25/09/2021,
Goon,2011,DVD,2,Romantic,Comedy,N,Y,N,Y,DK,,88,6,Sean William Scott,,,2010,,
Gothika,2003,DVD,2,Ghost,Horror,N,N,Y,N,EN/DK,,95,,Halle Berry,Robert Downey Jr.,Mathieu Kassovitz,2000,19/07/2021,
Grand Theft Auto,1977,DVD,2,Crime,Action,N,N,N,N,DK,,85,,Ron Howard,Nancy Morgan,Ron Howard,1970,27/07/2021,
"Greasy Strangler The",2016,Blu-Ray,B,Dark,Comedy,N,Y,Y,Y,EN,,90,5,,,,2010,,
"Great Escape The",1963,Blu-Ray,A/B/C,War / Military,Epic,N,Y,Y,N,EN,,172,5,Steve McQueen,,,1960,,
"Great Gatsby The",2013,DVD,2,Romantic,Drama,N,Y,N,N,EN/DK,,136,3,Leonardo DiCraprio,Tobey Maguire,Baz Luhrman,2010,,
"Green Hornet The",2011,DVD,2,Superhero,Action Comedy,N,N,Y,N,EN/DK,,114,,Seth Rogen,Cristoph Waltz,Michel Gondry,2010,28/04/2020,
Green Lantern,2011,DVD,2,Superhero,Action,N,N,N,N,EN/DK,,109,,Ryan Reynolds,Blake Lively,Martin Campbell,2010,23/06/2021,
"Green Mile The",1999,DVD,2,Supernatural,Drama,N,N,N,N,EN/DK,,181,,Tom Hanks,Michael Clarke Duncan,Frank Darabont,1990,17/10/2020,
Gremlins,1984,Blu-Ray,B,Monster,Horror Comedy,N,Y,Y,N,EN/DK,,106,6,,,Joe Dante,1980,,23/12/2019
Gremlins 2: The New Batch,1990,DVD,2,Monster,Horror Comedy,N,Y,Y,N,EN/DK,,102,5,,,Joe Dante,1990,,
Gretel & Hansel,2019,DVD,2,Monster,Horror,N,N,N,N,DK,,83,,,,Osgood Perkins,2010,17/06/2021,
Grev Axel,2001,DVD,2,Alternate History,Comedy,N,Y,Y,Y,DK,,86,6,Peter Frödin,Sofie Gråbøl,Søren Fauli,2000,,23/08/2020
Groundhog Day,1993,Blu-Ray,B,Romantic,Comedy,N,Y,Y,Y,EN/DK,,101,7,Bill Murray,Andy McDowell,Harold Ramis,1990,,14/12/2019
"Grudge The",2004,DVD,2,Ghost,Horror,N,Y,Y,N,EN,,88,5,,,Shimizu Takashi,2000,,
"Grudge 2 The",2006,DVD,2,Ghost,Horror,N,Y,N,N,DK,,98,3,Sarah Michelle Gellar,Amber Tamblyn,Shimizu Takashi,2000,17/10/2020,23/10/2020
Grudge Match,2013,DVD,2,Sports,Comedy,N,N,N,N,EN/DK,,108,,Sylvester Stallone,Robert De Niro,Peter Segal,2010,21/4/2021,
Grumpy Old Men,1993,DVD,2,Romantic,Comedy,N,N,N,N,EN/DK,Dolby Digital (5.1),99,,Jack Lemmon,Walter Matthau,Donald Petrie,1990,18/9/2021,
"Grønne Slagtere De",2002,DVD,2,Dark,Comedy,N,N,N,N,EN/DK,,95,,Nikolaj Lie-Kaas,Mads Mikkelsen,Anders Thomas Jense,2000,17/10/2020,
Guardians of the Galaxy Vol. 2,2017,Blu-Ray,A/B/C,Superhero,Action,N,Y,Y,N,EN/DK,,135,5,Chris Pratt,Kurt Russell,James Gunn,2010,,
"Guns of Navarone The",1961,Blu-Ray,A/B/C,War / Military,Drama,N,Y,Y,N,EN/DK,,145,4,,,,1960,,
"Guyver The: Bio-Booster Armor Volume 1",1989,DVD,2,Sci-Fi,Action,Y,N,N,N,,,180,,,,,1980,17/04/2021,
Gøngehøvdingen,1992,DVD,2,Historical,Drama,N,N,N,N,,,270,,Søren Pilmark,Per Pallesen,,1990,01/07/2020,
Hackers,1995,DVD,2,Sci-Fi,Action,N,N,N,Y,EN/DK,,108,,Angelina Jolie,Johnny Lee Miller,Iain Softley,1990,29/3/2021,
Halloween,1978,DVD,2,Slasher,Horror,N,Y,N,Y,DK,,87,4,Jamie Lee Curtis,Donald Pleasence,John Carpenter,1970,19/6/2021,29/06/2021
Halloween 2,1981,DVD,2,Slasher,Horror,N,N,N,N,DK,,89,,Jamie Lee Curtis,Donald Pleasence,Rick Rosenthal,1980,19/6/2021,
Halloween 4,1988,DVD,2,Slasher,Horror,N,N,N,N,DK,,88,,,,Dwight H. Little,1980,30/11/2020,
Halloween 5,1989,DVD,2,Slasher,Horror,N,N,N,N,DK,,96,,Donald Pleasence,,Dominique Othenin-Girard,1980,30/11/2020,
Halloween H20,1998,DVD,2,Slasher,Horror,N,N,N,N,DK,,90,,Jamie Lee Curtis,,Steve Miner,1990,7/3/2021,
Halloween Ressurection,2002,DVD,2,Slasher,Horror,N,N,N,N,DK,,86,,Jamie Lee Curtis,Busta Rhymes,Rick Rosenthal,2000,7/3/2021,
Hall Pass,2011,DVD,2,Everyday,Comedy,N,Y,N,Y,EN/DK,,101,4,Owen Wilson,Jason Sudekis,Farrelly Brothers,2010,,
Hamburger Hill,1987,DVD,2,War / Military,Action,N,N,N,N,DK,,105,,Don Cheadle,Dylan McDermott,,1980,23/06/2021,
Hamilton,1997,DVD,2,Spy,Action,N,Y,N,N,DK,,122,5,Peter Stomare,Mark Hamil,Jan Guillou,1990,26/05/2021,11/07/2021
Hamilton,2011,DVD,2,Spy,Action,N,N,N,N,DK,,105,5,Mikael Persbrandt,,Kathrine Windfeld,2010,19/07/2021,
Hamilton 2,2012,DVD,2,Spy,Action,,N,,,DK,,87,,Mikael Persbrandt,,Tobias Falk,2010,20/07/2021,
Hamlet,1990,DVD,2,Alternate History,Drama,N,N,N,N,DK,,129,,Mel Gibson,Glenn Close,Franco Zeffirelli,1990,20/10/2020,
"Hangover The (Extended Cut)",2009,DVD,2,,Comedy,N,Y,N,Y,EN/DK,,107,5,Bradley Cooper,Zack Galifianakis,Todd Phillips,2000,07/09/2020,20/09/2020
Hangover Part II,2011,DVD,2,,Comedy,N,Y,N,Y,EN/DK,,97,5,Bradley Cooper,Zack Galifianakis,Todd Phillips,2010,20/10/2020,03/01/2021
Hangover Part III,2013,DVD,2,,Comedy,N,N,N,Y,EN/DK,,95,5,Bradley Cooper,Zack Galifianakis,Todd Phillips,2010,19/07/2021,
Hannibal,2004,DVD,2,Serial Killer,Thriller,N,Y,Y,Y,EN/DK,,126,4,Anthony Hopkins,Julianne Moore ,Ridley Scott,2000,08/03/2020,19/07/2020
"Happening The",2008,DVD,2,Post-Apoc,Horror,N,Y,N,N,EN/DK,,91,2,Mark Wahlberg,Zooey Deschanel,M. Night Shyamalan,2000,,
Happy Gilmore,1996,DVD,2,Sports,Comedy,N,N,N,N,EN/DK,,88,,Adam Sandler,Carl Weathers,Adam Sandler,1990,28/04/2020,
Hardball,2001,DVD,2,Crime,Action,N,N,N,N,DK,,102,,Keanu Reeves,Diane Lane,Brian Robbins,2000,08/10/2020,
Hard Rain,1997,DVD,2,Crime,Action,N,Y,N,N,DK,,92,6,Christian Slater,Morgan Freeman,Mikael Salomon,1990,08/10/2020,31/10/2020
Hard Target,1993,Blu-Ray,B,Crime,Action,N,Y,N,N,EN/DK,,99,6,Jean-Claude Van Damme,Lance Henriksen,John Woo,1990,08/02/2020,16/3/2020
Hard To Kill,1990,DVD,2,Detective,Action,N,Y,N,N,EN/DK,,92,5,Steven Segal,Kelly Le Brock,Bruce Malmuth,1990,13/11/2020,14/11/2020
Harold and Kumar go to White Castle,2004,DVD,2,School,Comedy,N,Y,N,Y,DK,,83,5,Johnny Cho,Kal Penn,Danny Leiner,2000,08/04/2021,09/04/2021
Harold & Kumar Escape From Guantanamo Bay,2008,DVD,2,Escape,Comedy,N,N,N,Y,EN/DK,,103,,John Cho,Kal Penn,Jon Hurwitz,2000,30/06/2021,
"Harold & Kumar Christmas A Very",2011,DVD,2,Christmas,Comedy,N,N,N,Y,EN/DK,,85,,John Cho,Kal Penn,Todd Strauss-Schulson,2010,30/06/2021,
Harry Brown,2010,DVD,2,Vigilante,Thriller,N,Y,N,N,DK,,99,5,Michael Caine,,,2010,24/09/2020,24/9/2020
Harry Potter and the Philosophers Stone,2001,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,152,4,Daniel Radcliffe,,,2000,,27/12/2019
Harry Potter and the Chamber of Secrets ,2002,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,161,5,Daniel Radcliffe,,,2000,,27/12/2019
Harry Potter and the Prisoner of Azkaban,2004,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,142,5,Daniel Radcliffe,,,2000,,28/12/2019
Harry Potter and the Goblet of Fire,2005,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,157,4,Daniel Radcliffe,,,2000,,28/12/2019
Harry Potter and the Order of the Phoenix,2007,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,138,4,Daniel Radcliffe,,,2000,,28/12/2019
Harry Potter and the Half-blood Prince,2009,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,153,5,Daniel Radcliffe,,,2000,,29/12/2019
Harry Potter and the Deathly Hallow - Part I,2010,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,146,5,Daniel Radcliffe,,,2010,,29/12/2019
Harry Potter and the Deathly Hallow - Part II,2011,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,DK,,130,4,Daniel Radcliffe,,,2010,,30/12/2019
Harsh Times,2006,DVD,2,Crime,Action,N,N,N,N,DK,,111,,Christian Bale,Freddy Rodriguez,David Ayer,2000,17/06/2021,
Hatchet,2006,DVD,2,Slasher,Horror,N,N,N,N,DK,,85,,Will Barratt,Sarah Elbert,Adam Green,2000,05/07/2021,
"Hateful Eight The",2015,Blu-Ray,B,Western,Thriller,N,Y,N,N,EN,,167,7,Kurt Russell,Samuel L. Jackson,Quintin Tarantino,2010,,
Haywire,2011,Blu-Ray,B,Spy,Action,N,Y,N,N,EN,,92,5,Gina Carano,Ewan McGregor,Steven Soderbergh,2010,,
Headspace,2005,DVD,2,Monster,Horror,N,N,Y,N,DK,,95,,Sean Young,Udo Kier,Andrew Van Der Houten,2000,23/06/2021,
Heart Burn,1986,DVD,2,Romantic,Comedy,N,Y,N,N,EN/DK,,105,4,Jack Nicholson,Meryl Streep,Mike Nichols,1980,20/10/2020,24/10/2020
Heat,1995,DVD,2,Crime,Action,N,N,N,N,EN/DK,,164,,Al Pacino,Robert De Niro,Micheal Mann,1990,19/08/2020,
Heavy Metal,1981,DVD,2,Fantasy,Adventure,Y,N,Y,N,EN/DK,,87,,,,Ivan Reitman,1980,30/11/2020,
He Never Died,2015,DVD,2,Supernatural,Comedy,N,Y,N,N,EN,,97,6,Henry Rollins,,,2010,,
Hellboy (2-Disc Version),2004,DVD,2,Superhero,Action,N,Y,Y,N,DK,,117,6,Ron Perlman,,Guillermo Del Toro,2000,,
Hellboy 2: The Golden Army,2008,DVD,2,Superhero,Action,N,N,Y,N,EN/DK,,115,,Ron Perlman,Doug Jones,Guillermo Del Toro,2000,28/04/2020,
Hellraiser,1987,DVD,2,Demonic,Body Horror,N,Y,N,Y,DK,,94,5,,,Clive Barker,1980,,
Hellraiser II,1988,DVD,2,Demonic,Body Horror,N,Y,N,Y,DK,,94,4,,,,1980,,
Hellraiser III: Hell on Earth,1992,DVD,2,Demonic,Body Horror,N,Y,N,N,DK,,90,4,,,,1990,,11/10/2019
Hellraiser IV: Bloodline,1996,DVD,2,Demonic,Body Horror,N,Y,N,Y,DK,,81,4,,,,1990,,16/12/2019
"Help The",2011,Blu-Ray,A/B/C,Historical,Drama,N,Y,N,N,EN/DK,,146,5,,,,2010,,
Hercules,1997,DVD,2,Fantasy,Adventure,Y,Y,N,N,EN,,89,4,,,,1990,08/07/2020,08/07/2020
Hercules in New York,1970,DVD,2,Supernatural,Action,N,N,N,N,DK,,88,,Arnold Schwarzenegger,,,1970,18/06/2020,
Hereditary,2018,Blu-Ray,B,Demonic,Horror,N,Y,N,Y,DK,,127,6,Toni Collette,Gabriel Byrne,,2010,,
"Heroes of Telemark The",1965,DVD,2,War / Military,Action,N,Y,N,N,DK,,131,4,Kirk Douglas,Richard Harris,Anthony Mann,1960,24/09/2020,30/09/2020
Hesher,2010,Blu-Ray,B,Dark,Comedy,N,Y,N,Y,DK,,105,7,Joseph Gordon-Levitt,Natalie Portman,,2010,,
Hidalgo,2003,DVD,2,Chase,Action,N,N,N,N,EN/DK,,131,,Viggo Mortensen,Omar SHarif,Joe Johnston,2000,28/04/2020,
Hide and Seek,2004,DVD,2,Supernatural,Horror,N,N,Y,N,EN/DK,,99,,Robert De Niro,Dakota Fanning,John Polson,2000,19/07/2021,
High Crimes,2002,DVD,2,Detective,Thriller,N,N,N,N,EN/DK,,110,,Morgan Freeman,Ashley Judd,Carl Franklin,2000,07/04/2021,
High Plains Drifter,1973,DVD,2,Western,Action,N,N,N,N,EN/DK,Dolby Digital (5.1),101,,Clint Eastwood,Verna Bloom,Clint Eastwood,1970,25/08/2021,
High Road to China,1982,DVD,2,Chase,Adventure,N,Y,N,N,DK,,106,4,Tom Selleck,Bess Armstrong,Brian G. Hutton,1980,18/06/2020,20/06/2020
Highlander,1986,DVD,2,Time,Action,N,N,N,N,DK,,111,,Christopher Lambert,Sean Connery,,1980,17/10/2020,
Highlander 2,1991,DVD,2,Time,Action,N,N,N,N,DK,,110,,Christopher Lambert,Sean Connery,Russell Mulcahy,1990,30/06/2021,
Highlander 2 (Renegade / Director's Cut),1991,DVD,2,Time,Action,N,N,N,N,DK,,105,,Christopher Lambert,Sean Connery,Russell Mulcahy,1990,19/07/2021,
Highlander Endgame,2000,DVD,2,Time,Action,,,,,DK,,87,,Christopher Lambert,Bruce Payne,Joel Sosson,2000,25/07/2021,
"Hitchhiker's Guide to the Galaxy The",2005,DVD,2,Sci-Fi,Comedy,N,Y,Y,N,EN/DK,,104,4,,,,2000,,
Hitman (Extended Edition),2007,DVD,2,Spy,Action,N,Y,N,Y,EN/DK,,90,4,Timothy Olyphant,Olga Kurylenko,Xavier Gens,2000,28/04/2020,08/08/2020
"Hitman's Bodyguard The",2017,Blu-Ray,A/B/C,Crime,Action,N,Y,N,N,DK,,117,5,Ryan Reynolds,Denzel Washington,,2010,,
